Unnamed: 1,AtliQ,Date,Attendance
Emma Freeman,Atq -393,1 - Jun,
Will Mahoney,Atq -403,1 - Jun,
Titus Andersen,Atq -414,1 - Jun,
Marquis Wyatt,Atq -418,1 - Jun,
Nick Orozco,Atq -408,1 - Jun,
Gustavo Ritter,Atq -382,1 - Jun,
Isiah Small,Atq -373,1 - Jun,
Hillary Kirk,Atq -418,1 - Jun,
Dominique Benjamin,Atq -376,1 - Jun,
Nehemiah Diaz,Atq -453,1 - Jun,
Josh Sharp,Atq -461,1 - Jun,
Samuel Murray,Atq -411,1 - Jun,
Quincy Mendez,Atq -472,1 - Jun,
Athena Rios,Atq -448,1 - Jun,
Keaton Nixon,Atq -364,1 - Jun,
Kayleigh Kennedy,Atq -371,1 - Jun,
Maximus Mckenzie,Atq -430,1 - Jun,
Konner Henson,Atq -387,1 - Jun,
Finnegan Gilbert,Atq -385,1 - Jun,
Caylee Meadows,Atq -455,1 - Jun,
Jovani Pope,Atq -470,1 - Jun,
Kaley Fitzpatrick,Atq -374,1 - Jun,
Miley Combs,Atq -372,1 - Jun,
Dallas Weeks,Atq -437,1 - Jun,
Chad Macias,Atq -400,1 - Jun,
Jessie Carrillo,Atq -458,1 - Jun,
Aditya Walls,Atq -455,1 - Jun,
Kane Malone,Atq -476,1 - Jun,
Kiana Mcmillan,Atq -362,1 - Jun,
Isabella Pittman,Atq -426,1 - Jun,
Shea Zuniga,Atq -461,1 - Jun,
Mckayla Miles,Atq -414,1 - Jun,
Julien Hamilton,Atq -389,1 - Jun,
Name,Employee Code,Total Present Days,TPD
Thanos Thakur,Atq -406,Total Present Days,22
Jarvis Singh,Atq -462,Total Present Days,22
Nevaeh Waller,Atq -411,Total Present Days,22
Bo Cordova,Atq -398,Total Present Days,21
Mekhi Singleton,Atq -438,Total Present Days,21
Peter Pandey,Atq -366,Total Present Days,21.5
Loki Lal,Atq -441,Total Present Days,22
Phoenix Brady,Atq -436,Total Present Days,20
Ana Little,Atq -404,Total Present Days,19
Grace Stone,Atq -397,Total Present Days,18.5
Tori Shannon,Atq -335,Total Present Days,22
Lyric Bartlett,Atq -443,Total Present Days,22
Kaylah Schultz,Atq -419,Total Present Days,6
Cason David,Atq -467,Total Present Days,21.5
Miya Hampton,Atq -450,Total Present Days,20
Sofia Solis,Atq -405,Total Present Days,20
Mckayla Parker,Atq -440,Total Present Days,20.5
Madelynn Gray,Atq -335,Total Present Days,17.5
Myla Klein,Atq -343,Total Present Days,18
Boston Morse,Atq -334,Total Present Days,20.5
April Ayers,Atq -446,Total Present Days,21
Faith Hamilton,Atq -419,Total Present Days,21
Joel Cruz,Atq -396,Total Present Days,15
Iris Woodard,Atq -459,Total Present Days,20
Trystan Ortega,Atq -349,Total Present Days,19
Miles Fields,Atq -438,Total Present Days,20.5
Rodrigo Price,Atq -423,Total Present Days,21
Ella Roth,Atq -370,Total Present Days,20
Jayce Fuentes,Atq -433,Total Present Days,19.5
Hailee Fitzpatrick,Atq -375,Total Present Days,21
Rey Novak,Atq -475,Total Present Days,21
Macie Callahan,Atq -368,Total Present Days,22
Xiomara Ruiz,Atq -468,Total Present Days,20
Weston Horton,Atq -348,Total Present Days,19
Dean Mclaughlin,Atq -435,Total Present Days,18.5
Jonah Hamilton,Atq -331,Total Present Days,21
Chris Frye,Atq -405,Total Present Days,22
London Kim,Atq -475,Total Present Days,22
Kenley Marsh,Atq -375,Total Present Days,18
Adriel Pace,Atq -456,Total Present Days,21
Jase Ingram,Atq -385,Total Present Days,19
Adyson Moyer,Atq -484,Total Present Days,21.5
Salvatore Hendrix,Atq -398,Total Present Days,15
Tucker Austin,Atq -412,Total Present Days,20
Cristofer Bernard,Atq -472,Total Present Days,20
Karma Reeves,Atq -396,Total Present Days,21
Esperanza Irwin,Atq -467,Total Present Days,15.5
Demarcus Gordon,Atq -484,Total Present Days,22
Ryann Guerrero,Atq -432,Total Present Days,19
Rylee Mullins,Atq -421,Total Present Days,17
Ayanna Atkins,Atq -452,Total Present Days,15.5
Briley Orr,Atq -367,Total Present Days,20
Emma Freeman,Atq -393,Total Present Days,18.5
Will Mahoney,Atq -403,Total Present Days,22
Titus Andersen,Atq -414,Total Present Days,20.5
Marquis Wyatt,Atq -418,Total Present Days,21
Nick Orozco,Atq -408,Total Present Days,18
Gustavo Ritter,Atq -382,Total Present Days,22
Isiah Small,Atq -373,Total Present Days,22
Hillary Kirk,Atq -418,Total Present Days,22
Dominique Benjamin,Atq -376,Total Present Days,21
Nehemiah Diaz,Atq -453,Total Present Days,18
Josh Sharp,Atq -461,Total Present Days,22
Samuel Murray,Atq -411,Total Present Days,21
Quincy Mendez,Atq -472,Total Present Days,20
Athena Rios,Atq -448,Total Present Days,16
Keaton Nixon,Atq -364,Total Present Days,12
Kayleigh Kennedy,Atq -371,Total Present Days,4
Maximus Mckenzie,Atq -430,Total Present Days,12
Konner Henson,Atq -387,Total Present Days,17
Finnegan Gilbert,Atq -385,Total Present Days,14.5
Caylee Meadows,Atq -455,Total Present Days,4
Jovani Pope,Atq -470,Total Present Days,22
Kaley Fitzpatrick,Atq -374,Total Present Days,22
Miley Combs,Atq -372,Total Present Days,19
Dallas Weeks,Atq -437,Total Present Days,20
Chad Macias,Atq -400,Total Present Days,20
Jessie Carrillo,Atq -458,Total Present Days,20
Aditya Walls,Atq -455,Total Present Days,15
Kane Malone,Atq -476,Total Present Days,16.5
Kiana Mcmillan,Atq -362,Total Present Days,16.5
Isabella Pittman,Atq -426,Total Present Days,7
Shea Zuniga,Atq -461,Total Present Days,7
Mckayla Miles,Atq -414,Total Present Days,7
Julien Hamilton,Atq -389,Total Present Days,7
Name,Employee Code,Present,P
Thanos Thakur,Atq -406,Present,22
Jarvis Singh,Atq -462,Present,22
Nevaeh Waller,Atq -411,Present,22
Bo Cordova,Atq -398,Present,18
Mekhi Singleton,Atq -438,Present,21
Peter Pandey,Atq -366,Present,21.5
Loki Lal,Atq -441,Present,21
Phoenix Brady,Atq -436,Present,20
Ana Little,Atq -404,Present,19
Grace Stone,Atq -397,Present,16.5
Tori Shannon,Atq -335,Present,22
Lyric Bartlett,Atq -443,Present,22
Kaylah Schultz,Atq -419,Present,3
Cason David,Atq -467,Present,21.5
Miya Hampton,Atq -450,Present,19
Sofia Solis,Atq -405,Present,20
Mckayla Parker,Atq -440,Present,19.5
Madelynn Gray,Atq -335,Present,15.5
Myla Klein,Atq -343,Present,18
Boston Morse,Atq -334,Present,20.5
April Ayers,Atq -446,Present,21
Faith Hamilton,Atq -419,Present,21
Joel Cruz,Atq -396,Present,13
Iris Woodard,Atq -459,Present,18
Trystan Ortega,Atq -349,Present,19
Miles Fields,Atq -438,Present,20.5
Rodrigo Price,Atq -423,Present,15
Ella Roth,Atq -370,Present,6
Jayce Fuentes,Atq -433,Present,18.5
Hailee Fitzpatrick,Atq -375,Present,21
Rey Novak,Atq -475,Present,21
Macie Callahan,Atq -368,Present,22
Xiomara Ruiz,Atq -468,Present,19
Weston Horton,Atq -348,Present,18
Dean Mclaughlin,Atq -435,Present,18.5
Jonah Hamilton,Atq -331,Present,19
Chris Frye,Atq -405,Present,14
London Kim,Atq -475,Present,17
Kenley Marsh,Atq -375,Present,11
Adriel Pace,Atq -456,Present,19
Jase Ingram,Atq -385,Present,17
Adyson Moyer,Atq -484,Present,16.5
Salvatore Hendrix,Atq -398,Present,0
Tucker Austin,Atq -412,Present,20
Cristofer Bernard,Atq -472,Present,20
Karma Reeves,Atq -396,Present,21
Esperanza Irwin,Atq -467,Present,15.5
Demarcus Gordon,Atq -484,Present,22
Ryann Guerrero,Atq -432,Present,18.5
Rylee Mullins,Atq -421,Present,17
Ayanna Atkins,Atq -452,Present,13.5
Briley Orr,Atq -367,Present,18
Emma Freeman,Atq -393,Present,17.5
Will Mahoney,Atq -403,Present,20
Titus Andersen,Atq -414,Present,20.5
Marquis Wyatt,Atq -418,Present,20
Nick Orozco,Atq -408,Present,16.5
Gustavo Ritter,Atq -382,Present,0
Isiah Small,Atq -373,Present,22
Hillary Kirk,Atq -418,Present,21
Dominique Benjamin,Atq -376,Present,21
Nehemiah Diaz,Atq -453,Present,13
Josh Sharp,Atq -461,Present,22
Samuel Murray,Atq -411,Present,21
Quincy Mendez,Atq -472,Present,18
Athena Rios,Atq -448,Present,15
Keaton Nixon,Atq -364,Present,12
Kayleigh Kennedy,Atq -371,Present,4
Maximus Mckenzie,Atq -430,Present,0
Konner Henson,Atq -387,Present,10
Finnegan Gilbert,Atq -385,Present,13.5
Caylee Meadows,Atq -455,Present,4
Jovani Pope,Atq -470,Present,16
Kaley Fitzpatrick,Atq -374,Present,16
Miley Combs,Atq -372,Present,19
Dallas Weeks,Atq -437,Present,19
Chad Macias,Atq -400,Present,17
Jessie Carrillo,Atq -458,Present,16
Aditya Walls,Atq -455,Present,13
Kane Malone,Atq -476,Present,11.5
Kiana Mcmillan,Atq -362,Present,16.5
Isabella Pittman,Atq -426,Present,7
Shea Zuniga,Atq -461,Present,7
Mckayla Miles,Atq -414,Present,7
Julien Hamilton,Atq -389,Present,7
Name,Employee Code,Work from home ,WFH
Thanos Thakur,Atq -406,Work from home ,0
Jarvis Singh,Atq -462,Work from home ,0
Nevaeh Waller,Atq -411,Work from home ,0
Bo Cordova,Atq -398,Work from home ,3
Mekhi Singleton,Atq -438,Work from home ,0
Peter Pandey,Atq -366,Work from home ,0
Loki Lal,Atq -441,Work from home ,1
Phoenix Brady,Atq -436,Work from home ,0
Ana Little,Atq -404,Work from home ,0
Grace Stone,Atq -397,Work from home ,2
Tori Shannon,Atq -335,Work from home ,0
Lyric Bartlett,Atq -443,Work from home ,0
Kaylah Schultz,Atq -419,Work from home ,3
Cason David,Atq -467,Work from home ,0
Miya Hampton,Atq -450,Work from home ,1
Sofia Solis,Atq -405,Work from home ,0
Mckayla Parker,Atq -440,Work from home ,1
Madelynn Gray,Atq -335,Work from home ,2
Myla Klein,Atq -343,Work from home ,0
Boston Morse,Atq -334,Work from home ,0
April Ayers,Atq -446,Work from home ,0
Faith Hamilton,Atq -419,Work from home ,0
Joel Cruz,Atq -396,Work from home ,2
Iris Woodard,Atq -459,Work from home ,2
Trystan Ortega,Atq -349,Work from home ,0
Miles Fields,Atq -438,Work from home ,0
Rodrigo Price,Atq -423,Work from home ,6
Ella Roth,Atq -370,Work from home ,14
Jayce Fuentes,Atq -433,Work from home ,1
Hailee Fitzpatrick,Atq -375,Work from home ,0
Rey Novak,Atq -475,Work from home ,0
Macie Callahan,Atq -368,Work from home ,0
Xiomara Ruiz,Atq -468,Work from home ,1
Weston Horton,Atq -348,Work from home ,1
Dean Mclaughlin,Atq -435,Work from home ,0
Jonah Hamilton,Atq -331,Work from home ,2
Chris Frye,Atq -405,Work from home ,8
London Kim,Atq -475,Work from home ,5
Kenley Marsh,Atq -375,Work from home ,7
Adriel Pace,Atq -456,Work from home ,2
Jase Ingram,Atq -385,Work from home ,2
Adyson Moyer,Atq -484,Work from home ,5
Salvatore Hendrix,Atq -398,Work from home ,15
Tucker Austin,Atq -412,Work from home ,0
Cristofer Bernard,Atq -472,Work from home ,0
Karma Reeves,Atq -396,Work from home ,0
Esperanza Irwin,Atq -467,Work from home ,0
Demarcus Gordon,Atq -484,Work from home ,0
Ryann Guerrero,Atq -432,Work from home ,0.5
Rylee Mullins,Atq -421,Work from home ,0
Ayanna Atkins,Atq -452,Work from home ,2
Briley Orr,Atq -367,Work from home ,2
Emma Freeman,Atq -393,Work from home ,1
Will Mahoney,Atq -403,Work from home ,2
Titus Andersen,Atq -414,Work from home ,0
Marquis Wyatt,Atq -418,Work from home ,1
Nick Orozco,Atq -408,Work from home ,1.5
Gustavo Ritter,Atq -382,Work from home ,22
Isiah Small,Atq -373,Work from home ,0
Hillary Kirk,Atq -418,Work from home ,1
Dominique Benjamin,Atq -376,Work from home ,0
Nehemiah Diaz,Atq -453,Work from home ,5
Josh Sharp,Atq -461,Work from home ,0
Samuel Murray,Atq -411,Work from home ,0
Quincy Mendez,Atq -472,Work from home ,2
Athena Rios,Atq -448,Work from home ,1
Keaton Nixon,Atq -364,Work from home ,0
Kayleigh Kennedy,Atq -371,Work from home ,0
Maximus Mckenzie,Atq -430,Work from home ,12
Konner Henson,Atq -387,Work from home ,7
Finnegan Gilbert,Atq -385,Work from home ,1
Caylee Meadows,Atq -455,Work from home ,0
Jovani Pope,Atq -470,Work from home ,6
Kaley Fitzpatrick,Atq -374,Work from home ,6
Miley Combs,Atq -372,Work from home ,0
Dallas Weeks,Atq -437,Work from home ,1
Chad Macias,Atq -400,Work from home ,3
Jessie Carrillo,Atq -458,Work from home ,4
Aditya Walls,Atq -455,Work from home ,2
Kane Malone,Atq -476,Work from home ,5
Kiana Mcmillan,Atq -362,Work from home ,0
Isabella Pittman,Atq -426,Work from home ,0
Shea Zuniga,Atq -461,Work from home ,0
Mckayla Miles,Atq -414,Work from home ,0
Julien Hamilton,Atq -389,Work from home ,0
Name,Employee Code,Paid Leave ,PL
Thanos Thakur,Atq -406,Paid Leave ,0
Jarvis Singh,Atq -462,Paid Leave ,0
Nevaeh Waller,Atq -411,Paid Leave ,0
Bo Cordova,Atq -398,Paid Leave ,1
Mekhi Singleton,Atq -438,Paid Leave ,1
Peter Pandey,Atq -366,Paid Leave ,0.5
Loki Lal,Atq -441,Paid Leave ,0
Phoenix Brady,Atq -436,Paid Leave ,1.5
Ana Little,Atq -404,Paid Leave ,3
Grace Stone,Atq -397,Paid Leave ,2.5
Tori Shannon,Atq -335,Paid Leave ,0
Lyric Bartlett,Atq -443,Paid Leave ,0
Kaylah Schultz,Atq -419,Paid Leave ,15
Cason David,Atq -467,Paid Leave ,0.5
Miya Hampton,Atq -450,Paid Leave ,0
Sofia Solis,Atq -405,Paid Leave ,2
Mckayla Parker,Atq -440,Paid Leave ,1.5
Madelynn Gray,Atq -335,Paid Leave ,2
Myla Klein,Atq -343,Paid Leave ,3
Boston Morse,Atq -334,Paid Leave ,1.5
April Ayers,Atq -446,Paid Leave ,0
Faith Hamilton,Atq -419,Paid Leave ,0
Joel Cruz,Atq -396,Paid Leave ,7
Iris Woodard,Atq -459,Paid Leave ,1
Trystan Ortega,Atq -349,Paid Leave ,2
Miles Fields,Atq -438,Paid Leave ,1.5
Rodrigo Price,Atq -423,Paid Leave ,1
Ella Roth,Atq -370,Paid Leave ,1
Jayce Fuentes,Atq -433,Paid Leave ,2.5
Hailee Fitzpatrick,Atq -375,Paid Leave ,0.5
Rey Novak,Atq -475,Paid Leave ,0
Macie Callahan,Atq -368,Paid Leave ,0
Xiomara Ruiz,Atq -468,Paid Leave ,1
Weston Horton,Atq -348,Paid Leave ,3
Dean Mclaughlin,Atq -435,Paid Leave ,1
Jonah Hamilton,Atq -331,Paid Leave ,0
Chris Frye,Atq -405,Paid Leave ,0
London Kim,Atq -475,Paid Leave ,0
Kenley Marsh,Atq -375,Paid Leave ,1.5
Adriel Pace,Atq -456,Paid Leave ,1
Jase Ingram,Atq -385,Paid Leave ,2
Adyson Moyer,Atq -484,Paid Leave ,0.5
Salvatore Hendrix,Atq -398,Paid Leave ,0
Tucker Austin,Atq -412,Paid Leave ,0
Cristofer Bernard,Atq -472,Paid Leave ,1
Karma Reeves,Atq -396,Paid Leave ,1
Esperanza Irwin,Atq -467,Paid Leave ,6
Demarcus Gordon,Atq -484,Paid Leave ,0
Ryann Guerrero,Atq -432,Paid Leave ,2
Rylee Mullins,Atq -421,Paid Leave ,5
Ayanna Atkins,Atq -452,Paid Leave ,0.5
Briley Orr,Atq -367,Paid Leave ,1
Emma Freeman,Atq -393,Paid Leave ,2.5
Will Mahoney,Atq -403,Paid Leave ,0
Titus Andersen,Atq -414,Paid Leave ,0
Marquis Wyatt,Atq -418,Paid Leave ,1
Nick Orozco,Atq -408,Paid Leave ,0
Gustavo Ritter,Atq -382,Paid Leave ,0
Isiah Small,Atq -373,Paid Leave ,0
Hillary Kirk,Atq -418,Paid Leave ,0
Dominique Benjamin,Atq -376,Paid Leave ,0
Nehemiah Diaz,Atq -453,Paid Leave ,3
Josh Sharp,Atq -461,Paid Leave ,0
Samuel Murray,Atq -411,Paid Leave ,1
Quincy Mendez,Atq -472,Paid Leave ,0
Athena Rios,Atq -448,Paid Leave ,0
Keaton Nixon,Atq -364,Paid Leave ,0
Kayleigh Kennedy,Atq -371,Paid Leave ,0
Maximus Mckenzie,Atq -430,Paid Leave ,0
Konner Henson,Atq -387,Paid Leave ,0
Finnegan Gilbert,Atq -385,Paid Leave ,0
Caylee Meadows,Atq -455,Paid Leave ,0
Jovani Pope,Atq -470,Paid Leave ,0
Kaley Fitzpatrick,Atq -374,Paid Leave ,0
Miley Combs,Atq -372,Paid Leave ,0
Dallas Weeks,Atq -437,Paid Leave ,0
Chad Macias,Atq -400,Paid Leave ,0
Jessie Carrillo,Atq -458,Paid Leave ,0
Aditya Walls,Atq -455,Paid Leave ,0
Kane Malone,Atq -476,Paid Leave ,0
Kiana Mcmillan,Atq -362,Paid Leave ,0
Isabella Pittman,Atq -426,Paid Leave ,0
Shea Zuniga,Atq -461,Paid Leave ,0
Mckayla Miles,Atq -414,Paid Leave ,0
Julien Hamilton,Atq -389,Paid Leave ,0
Name,Employee Code,Sick Leave ,SL
Thanos Thakur,Atq -406,Sick Leave ,0
Jarvis Singh,Atq -462,Sick Leave ,0
Nevaeh Waller,Atq -411,Sick Leave ,0
Bo Cordova,Atq -398,Sick Leave ,0
Mekhi Singleton,Atq -438,Sick Leave ,0
Peter Pandey,Atq -366,Sick Leave ,0
Loki Lal,Atq -441,Sick Leave ,0
Phoenix Brady,Atq -436,Sick Leave ,0.5
Ana Little,Atq -404,Sick Leave ,0
Grace Stone,Atq -397,Sick Leave ,0
Tori Shannon,Atq -335,Sick Leave ,0
Lyric Bartlett,Atq -443,Sick Leave ,0
Kaylah Schultz,Atq -419,Sick Leave ,0
Cason David,Atq -467,Sick Leave ,0
Miya Hampton,Atq -450,Sick Leave ,1
Sofia Solis,Atq -405,Sick Leave ,0
Mckayla Parker,Atq -440,Sick Leave ,0
Madelynn Gray,Atq -335,Sick Leave ,2.5
Myla Klein,Atq -343,Sick Leave ,1
Boston Morse,Atq -334,Sick Leave ,0
April Ayers,Atq -446,Sick Leave ,1
Faith Hamilton,Atq -419,Sick Leave ,1
Joel Cruz,Atq -396,Sick Leave ,0
Iris Woodard,Atq -459,Sick Leave ,1
Trystan Ortega,Atq -349,Sick Leave ,1
Miles Fields,Atq -438,Sick Leave ,0
Rodrigo Price,Atq -423,Sick Leave ,0
Ella Roth,Atq -370,Sick Leave ,0
Jayce Fuentes,Atq -433,Sick Leave ,0
Hailee Fitzpatrick,Atq -375,Sick Leave ,0.5
Rey Novak,Atq -475,Sick Leave ,1
Macie Callahan,Atq -368,Sick Leave ,0
Xiomara Ruiz,Atq -468,Sick Leave ,1
Weston Horton,Atq -348,Sick Leave ,0
Dean Mclaughlin,Atq -435,Sick Leave ,1
Jonah Hamilton,Atq -331,Sick Leave ,0
Chris Frye,Atq -405,Sick Leave ,0
London Kim,Atq -475,Sick Leave ,0
Kenley Marsh,Atq -375,Sick Leave ,2.5
Adriel Pace,Atq -456,Sick Leave ,0
Jase Ingram,Atq -385,Sick Leave ,1
Adyson Moyer,Atq -484,Sick Leave ,0
Salvatore Hendrix,Atq -398,Sick Leave ,0
Tucker Austin,Atq -412,Sick Leave ,2
Cristofer Bernard,Atq -472,Sick Leave ,1
Karma Reeves,Atq -396,Sick Leave ,0
Esperanza Irwin,Atq -467,Sick Leave ,0.5
Demarcus Gordon,Atq -484,Sick Leave ,0
Ryann Guerrero,Atq -432,Sick Leave ,1
Rylee Mullins,Atq -421,Sick Leave ,0
Ayanna Atkins,Atq -452,Sick Leave ,5
Briley Orr,Atq -367,Sick Leave ,0
Emma Freeman,Atq -393,Sick Leave ,1
Will Mahoney,Atq -403,Sick Leave ,0
Titus Andersen,Atq -414,Sick Leave ,1.5
Marquis Wyatt,Atq -418,Sick Leave ,0
Nick Orozco,Atq -408,Sick Leave ,0
Gustavo Ritter,Atq -382,Sick Leave ,0
Isiah Small,Atq -373,Sick Leave ,0
Hillary Kirk,Atq -418,Sick Leave ,0
Dominique Benjamin,Atq -376,Sick Leave ,0
Nehemiah Diaz,Atq -453,Sick Leave ,1
Josh Sharp,Atq -461,Sick Leave ,0
Samuel Murray,Atq -411,Sick Leave ,0
Quincy Mendez,Atq -472,Sick Leave ,0
Athena Rios,Atq -448,Sick Leave ,0
Keaton Nixon,Atq -364,Sick Leave ,0
Kayleigh Kennedy,Atq -371,Sick Leave ,0
Maximus Mckenzie,Atq -430,Sick Leave ,0
Konner Henson,Atq -387,Sick Leave ,0
Finnegan Gilbert,Atq -385,Sick Leave ,0
Caylee Meadows,Atq -455,Sick Leave ,0
Jovani Pope,Atq -470,Sick Leave ,0
Kaley Fitzpatrick,Atq -374,Sick Leave ,0
Miley Combs,Atq -372,Sick Leave ,0
Dallas Weeks,Atq -437,Sick Leave ,0
Chad Macias,Atq -400,Sick Leave ,0
Jessie Carrillo,Atq -458,Sick Leave ,0
Aditya Walls,Atq -455,Sick Leave ,0
Kane Malone,Atq -476,Sick Leave ,0
Kiana Mcmillan,Atq -362,Sick Leave ,0
Isabella Pittman,Atq -426,Sick Leave ,0
Shea Zuniga,Atq -461,Sick Leave ,0
Mckayla Miles,Atq -414,Sick Leave ,0
Julien Hamilton,Atq -389,Sick Leave ,0
Name,Employee Code,Birthday Leave ,BL 
Thanos Thakur,Atq -406,Birthday Leave ,0
Jarvis Singh,Atq -462,Birthday Leave ,0
Nevaeh Waller,Atq -411,Birthday Leave ,0
Bo Cordova,Atq -398,Birthday Leave ,0
Mekhi Singleton,Atq -438,Birthday Leave ,0
Peter Pandey,Atq -366,Birthday Leave ,0
Loki Lal,Atq -441,Birthday Leave ,0
Phoenix Brady,Atq -436,Birthday Leave ,0
Ana Little,Atq -404,Birthday Leave ,0
Grace Stone,Atq -397,Birthday Leave ,0
Tori Shannon,Atq -335,Birthday Leave ,0
Lyric Bartlett,Atq -443,Birthday Leave ,0
Kaylah Schultz,Atq -419,Birthday Leave ,1
Cason David,Atq -467,Birthday Leave ,0
Miya Hampton,Atq -450,Birthday Leave ,0
Sofia Solis,Atq -405,Birthday Leave ,0
Mckayla Parker,Atq -440,Birthday Leave ,0
Madelynn Gray,Atq -335,Birthday Leave ,0
Myla Klein,Atq -343,Birthday Leave ,0
Boston Morse,Atq -334,Birthday Leave ,0
April Ayers,Atq -446,Birthday Leave ,0
Faith Hamilton,Atq -419,Birthday Leave ,0
Joel Cruz,Atq -396,Birthday Leave ,0
Iris Woodard,Atq -459,Birthday Leave ,0
Trystan Ortega,Atq -349,Birthday Leave ,0
Miles Fields,Atq -438,Birthday Leave ,0
Rodrigo Price,Atq -423,Birthday Leave ,0
Ella Roth,Atq -370,Birthday Leave ,1
Jayce Fuentes,Atq -433,Birthday Leave ,0
Hailee Fitzpatrick,Atq -375,Birthday Leave ,0
Rey Novak,Atq -475,Birthday Leave ,0
Macie Callahan,Atq -368,Birthday Leave ,0
Xiomara Ruiz,Atq -468,Birthday Leave ,0
Weston Horton,Atq -348,Birthday Leave ,0
Dean Mclaughlin,Atq -435,Birthday Leave ,0
Jonah Hamilton,Atq -331,Birthday Leave ,0
Chris Frye,Atq -405,Birthday Leave ,0
London Kim,Atq -475,Birthday Leave ,0
Kenley Marsh,Atq -375,Birthday Leave ,0
Adriel Pace,Atq -456,Birthday Leave ,0
Jase Ingram,Atq -385,Birthday Leave ,0
Adyson Moyer,Atq -484,Birthday Leave ,0
Salvatore Hendrix,Atq -398,Birthday Leave ,0
Tucker Austin,Atq -412,Birthday Leave ,0
Cristofer Bernard,Atq -472,Birthday Leave ,0
Karma Reeves,Atq -396,Birthday Leave ,0
Esperanza Irwin,Atq -467,Birthday Leave ,0
Demarcus Gordon,Atq -484,Birthday Leave ,0
Ryann Guerrero,Atq -432,Birthday Leave ,0
Rylee Mullins,Atq -421,Birthday Leave ,0
Ayanna Atkins,Atq -452,Birthday Leave ,0
Briley Orr,Atq -367,Birthday Leave ,0
Emma Freeman,Atq -393,Birthday Leave ,0
Will Mahoney,Atq -403,Birthday Leave ,0
Titus Andersen,Atq -414,Birthday Leave ,0
Marquis Wyatt,Atq -418,Birthday Leave ,0
Nick Orozco,Atq -408,Birthday Leave ,0
Gustavo Ritter,Atq -382,Birthday Leave ,0
Isiah Small,Atq -373,Birthday Leave ,0
Hillary Kirk,Atq -418,Birthday Leave ,0
Dominique Benjamin,Atq -376,Birthday Leave ,0
Nehemiah Diaz,Atq -453,Birthday Leave ,0
Josh Sharp,Atq -461,Birthday Leave ,0
Samuel Murray,Atq -411,Birthday Leave ,0
Quincy Mendez,Atq -472,Birthday Leave ,0
Athena Rios,Atq -448,Birthday Leave ,0
Keaton Nixon,Atq -364,Birthday Leave ,0
Kayleigh Kennedy,Atq -371,Birthday Leave ,0
Maximus Mckenzie,Atq -430,Birthday Leave ,0
Konner Henson,Atq -387,Birthday Leave ,0
Finnegan Gilbert,Atq -385,Birthday Leave ,0
Caylee Meadows,Atq -455,Birthday Leave ,0
Jovani Pope,Atq -470,Birthday Leave ,0
Kaley Fitzpatrick,Atq -374,Birthday Leave ,0
Miley Combs,Atq -372,Birthday Leave ,0
Dallas Weeks,Atq -437,Birthday Leave ,0
Chad Macias,Atq -400,Birthday Leave ,0
Jessie Carrillo,Atq -458,Birthday Leave ,0
Aditya Walls,Atq -455,Birthday Leave ,0
Kane Malone,Atq -476,Birthday Leave ,0
Kiana Mcmillan,Atq -362,Birthday Leave ,0
Isabella Pittman,Atq -426,Birthday Leave ,0
Shea Zuniga,Atq -461,Birthday Leave ,0
Mckayla Miles,Atq -414,Birthday Leave ,0
Julien Hamilton,Atq -389,Birthday Leave ,0
Name,Employee Code,Floting festival leave ,FFL
Thanos Thakur,Atq -406,Floting festival leave ,0
Jarvis Singh,Atq -462,Floting festival leave ,0
Nevaeh Waller,Atq -411,Floting festival leave ,0
Bo Cordova,Atq -398,Floting festival leave ,0
Mekhi Singleton,Atq -438,Floting festival leave ,0
Peter Pandey,Atq -366,Floting festival leave ,0
Loki Lal,Atq -441,Floting festival leave ,0
Phoenix Brady,Atq -436,Floting festival leave ,0
Ana Little,Atq -404,Floting festival leave ,0
Grace Stone,Atq -397,Floting festival leave ,1
Tori Shannon,Atq -335,Floting festival leave ,0
Lyric Bartlett,Atq -443,Floting festival leave ,0
Kaylah Schultz,Atq -419,Floting festival leave ,0
Cason David,Atq -467,Floting festival leave ,0
Miya Hampton,Atq -450,Floting festival leave ,0
Sofia Solis,Atq -405,Floting festival leave ,0
Mckayla Parker,Atq -440,Floting festival leave ,0
Madelynn Gray,Atq -335,Floting festival leave ,0
Myla Klein,Atq -343,Floting festival leave ,0
Boston Morse,Atq -334,Floting festival leave ,0
April Ayers,Atq -446,Floting festival leave ,0
Faith Hamilton,Atq -419,Floting festival leave ,0
Joel Cruz,Atq -396,Floting festival leave ,0
Iris Woodard,Atq -459,Floting festival leave ,0
Trystan Ortega,Atq -349,Floting festival leave ,0
Miles Fields,Atq -438,Floting festival leave ,0
Rodrigo Price,Atq -423,Floting festival leave ,0
Ella Roth,Atq -370,Floting festival leave ,0
Jayce Fuentes,Atq -433,Floting festival leave ,0
Hailee Fitzpatrick,Atq -375,Floting festival leave ,0
Rey Novak,Atq -475,Floting festival leave ,0
Macie Callahan,Atq -368,Floting festival leave ,0
Xiomara Ruiz,Atq -468,Floting festival leave ,0
Weston Horton,Atq -348,Floting festival leave ,0
Dean Mclaughlin,Atq -435,Floting festival leave ,0
Jonah Hamilton,Atq -331,Floting festival leave ,0
Chris Frye,Atq -405,Floting festival leave ,0
London Kim,Atq -475,Floting festival leave ,0
